Time (ps),Rg (nm),Rg\sX\N,Rg\sY\N,Rg\sZ\N
60100,2.72775,2.18683,2.22606,2.26797
60200,2.72202,2.18327,2.22615,2.25751
60300,2.71875,2.18352,2.22706,2.24847
60400,2.71318,2.17849,2.22555,2.24139
60500,2.72011,2.17983,2.22093,2.26137
60600,2.7218,2.18467,2.22544,2.25633
60700,2.7234,2.19146,2.22312,2.25591
60800,2.73101,2.19405,2.23277,2.26224
60900,2.71731,2.18567,2.21863,2.25124
61000,2.72151,2.18418,2.2233,2.25821
61100,2.71158,2.17156,2.226,2.24378
61200,2.71566,2.18344,2.21705,2.25099
61300,2.72328,2.1962,2.22054,2.25354
61400,2.71403,2.18509,2.21391,2.24854
61500,2.70459,2.18343,2.19782,2.24318
61600,2.71279,2.1874,2.21295,2.24424
61700,2.71199,2.18578,2.21671,2.24016
61800,2.70175,2.1774,2.20234,2.23775
61900,2.7155,2.18824,2.21165,2.25125
62000,2.71236,2.18326,2.21661,2.24362
62100,2.71738,2.19329,2.22021,2.24241
62200,2.71097,2.18426,2.20807,2.2477
62300,2.71662,2.19,2.21525,2.24868
62400,2.70854,2.18758,2.20609,2.24056
62500,2.72074,2.19706,2.22128,2.24581
62600,2.71574,2.19588,2.20953,2.24647
62700,2.71385,2.1902,2.21882,2.23827
62800,2.71989,2.18995,2.22337,2.24862
62900,2.71898,2.18885,2.22383,2.24706
63000,2.71705,2.18632,2.21777,2.25082
63100,2.72252,2.18606,2.2225,2.25963
63200,2.71452,2.18404,2.22561,2.23918
63300,2.72664,2.19439,2.23061,2.25347
63400,2.71907,2.19515,2.21977,2.24514
63500,2.71399,2.18784,2.21429,2.24539
63600,2.70639,2.17571,2.2101,2.24295
63700,2.71953,2.18825,2.21888,2.25385
63800,2.7102,2.18418,2.21177,2.24228
63900,2.71975,2.1922,2.22078,2.24867
64000,2.71276,2.19139,2.21084,2.24234
64100,2.72389,2.19386,2.22249,2.25537
64200,2.72018,2.19258,2.21917,2.25093
64300,2.70761,2.18629,2.20385,2.24176
64400,2.71431,2.19325,2.20405,2.25095
64500,2.71259,2.18991,2.21006,2.24414
64600,2.72209,2.20451,2.2123,2.25066
64700,2.71303,2.19699,2.20774,2.24057
64800,2.71474,2.19405,2.2115,2.24389
64900,2.72173,2.19757,2.21785,2.2511
65000,2.70094,2.1817,2.19876,2.23512
65100,2.69751,2.17523,2.20216,2.22979
65200,2.7119,2.18777,2.21424,2.24045
65300,2.71304,2.1833,2.22129,2.2406
65400,2.70801,2.18839,2.20628,2.2383
65500,2.72392,2.2012,2.21905,2.25167
65600,2.71365,2.19435,2.20784,2.24457
65700,2.72902,2.19811,2.22352,2.26262
65800,2.7315,2.20047,2.22394,2.26587
65900,2.72729,2.19461,2.22339,2.26196
66000,2.73751,2.20718,2.23199,2.26594
66100,2.70677,2.18824,2.21143,2.23033
66200,2.7119,2.18343,2.21699,2.24196
66300,2.72139,2.19012,2.22137,2.25408
66400,2.72779,2.19656,2.22505,2.25963
66500,2.73138,2.20535,2.22681,2.25802
66600,2.71984,2.19789,2.22448,2.23965
66700,2.7275,2.19494,2.22747,2.25811
66800,2.72061,2.20478,2.20561,2.25337
66900,2.70692,2.18503,2.20707,2.23816
67000,2.70605,2.17654,2.20947,2.24195
67100,2.71956,2.19306,2.21258,2.25544
67200,2.70689,2.1853,2.21192,2.23302
67300,2.7197,2.19792,2.21558,2.24807
67400,2.70995,2.19324,2.20901,2.23553
67500,2.71097,2.18946,2.20653,2.24415
67600,2.72577,2.1956,2.21883,2.2618
67700,2.72,2.20004,2.21933,2.24303
67800,2.71457,2.19981,2.20609,2.24315
67900,2.70248,2.17593,2.20225,2.24102
68000,2.70283,2.18554,2.19971,2.235
68100,2.70525,2.1753,2.20659,2.24405
68200,2.72086,2.20303,2.21474,2.24674
68300,2.70828,2.18473,2.20625,2.24254
68400,2.71378,2.19281,2.20926,2.245
68500,2.71753,2.20192,2.20797,2.24642
68600,2.71025,2.18807,2.21084,2.23953
68700,2.71299,2.19149,2.20829,2.2453
68800,2.72007,2.19712,2.21991,2.24548
68900,2.70359,2.19274,2.20473,2.22483
69000,2.707,2.19302,2.20299,2.23456
69100,2.7121,2.18414,2.21027,2.24838
69200,2.71783,2.19528,2.21557,2.24615
69300,2.71854,2.19064,2.21712,2.25087
69400,2.70947,2.19197,2.20947,2.23518
69500,2.73423,2.21651,2.21527,2.26532
69600,2.71544,2.19801,2.21148,2.24172
69700,2.72225,2.20471,2.21491,2.24827
69800,2.72051,2.19201,2.21335,2.25799
69900,2.70986,2.17933,2.21139,2.24655
70000,2.70795,2.18887,2.20038,2.24348
70100,2.71368,2.19393,2.20228,2.25051
70200,2.71176,2.18881,2.21131,2.24198
70300,2.72164,2.2006,2.21711,2.24865
70400,2.72774,2.19974,2.21438,2.26689
70500,2.72959,2.19934,2.22306,2.26326
70600,2.71554,2.19387,2.21382,2.24371
70700,2.71289,2.19482,2.20553,2.24453
70800,2.70658,2.18939,2.20808,2.23207
70900,2.70418,2.19268,2.19335,2.23753
71000,2.70584,2.19166,2.20496,2.23113
71100,2.71433,2.19114,2.2035,2.25359
71200,2.71383,2.18906,2.20268,2.2552
71300,2.71576,2.19618,2.20717,2.24854
71400,2.70615,2.19005,2.2006,2.23777
71500,2.71262,2.19085,2.20284,2.2504
71600,2.69615,2.17377,2.19604,2.23395
71700,2.70064,2.18152,2.19766,2.23566
71800,2.71882,2.2072,2.20416,2.24808
71900,2.7133,2.19487,2.20459,2.24639
72000,2.72582,2.19715,2.22329,2.25604
72100,2.7096,2.19143,2.2035,2.2419
72200,2.70226,2.18017,2.20584,2.23284
72300,2.72004,2.19307,2.2119,2.25726
72400,2.71808,2.198,2.21139,2.24821
72500,2.70942,2.19467,2.20696,2.23488
72600,2.70614,2.18782,2.20605,2.23455
72700,2.72222,2.19204,2.21321,2.26221
72800,2.71158,2.18735,2.21251,2.2418
72900,2.72494,2.20204,2.21722,2.25511
73000,2.7262,2.19901,2.21143,2.26677
73100,2.72176,2.18626,2.21936,2.26068
73200,2.72498,2.19777,2.21794,2.25867
73300,2.71571,2.18968,2.20727,2.25466
73400,2.70747,2.17454,2.20844,2.24832
73500,2.71018,2.193,2.20778,2.23755
73600,2.73234,2.20721,2.21736,2.2678
73700,2.70773,2.17825,2.2119,2.24195
73800,2.71483,2.1853,2.21489,2.24928
73900,2.71735,2.19241,2.21357,2.24976
74000,2.71071,2.19805,2.20419,2.23741
74100,2.71083,2.19074,2.2061,2.24298
74200,2.72249,2.20705,2.21423,2.24723
74300,2.72797,2.19566,2.2278,2.25823
74400,2.71868,2.18849,2.21336,2.25698
74500,2.72298,2.2002,2.21186,2.25743
74600,2.71428,2.19332,2.2029,2.25194
74700,2.71164,2.19758,2.20303,2.24126
74800,2.70476,2.1881,2.19879,2.23807
74900,2.7157,2.17993,2.21315,2.2583
75000,2.72096,2.19577,2.21254,2.25622
75100,2.71348,2.19294,2.20568,2.24765
75200,2.72278,2.19569,2.21435,2.25891
75300,2.7016,2.18187,2.19899,2.23632
75400,2.70392,2.1802,2.19993,2.24262
75500,2.71735,2.18979,2.21075,2.25507
75600,2.70618,2.18292,2.20239,2.24301
75700,2.70498,2.18342,2.19892,2.24305
75800,2.70933,2.18507,2.21089,2.24018
75900,2.7113,2.18771,2.20117,2.25192
76000,2.71483,2.18538,2.21091,2.25312
76100,2.7211,2.20044,2.20836,2.25609
76200,2.7029,2.18444,2.19502,2.24086
76300,2.72099,2.19719,2.2141,2.25337
76400,2.71909,2.19479,2.20833,2.25678
76500,2.73427,2.20879,2.22549,2.26295
76600,2.71692,2.19201,2.21402,2.24867
76700,2.73214,2.20657,2.2198,2.26554
76800,2.74058,2.20776,2.23504,2.26978
76900,2.72957,2.19911,2.21932,2.26707
77000,2.72164,2.1913,2.21513,2.25965
77100,2.71838,2.19152,2.21275,2.25392
77200,2.7216,2.19492,2.21897,2.25227
77300,2.72164,2.18861,2.2128,2.26452
77400,2.71453,2.18769,2.20527,2.2557
77500,2.72622,2.19883,2.21451,2.26398
77600,2.72861,2.19928,2.215,2.26882
77700,2.71654,2.18506,2.21691,2.25167
77800,2.72709,2.1824,2.22404,2.27262
77900,2.71258,2.17819,2.21392,2.25171
78000,2.72195,2.18702,2.21562,2.26405
78100,2.72583,2.19328,2.21762,2.26538
78200,2.72184,2.19319,2.21846,2.25505
78300,2.71803,2.18433,2.20952,2.26322
78400,2.72569,2.20048,2.21894,2.25675
78500,2.72904,2.20194,2.22083,2.26158
78600,2.72379,2.19013,2.21831,2.26286
78700,2.7269,2.18513,2.23149,2.26222
78800,2.71942,2.17054,2.22587,2.26378
78900,2.72646,2.19384,2.2106,2.27321
79000,2.72058,2.18211,2.21301,2.26807
79100,2.7166,2.18381,2.2136,2.25627
79200,2.71251,2.18195,2.2057,2.25597
79300,2.7172,2.18669,2.20925,2.2592
79400,2.71959,2.19045,2.20627,2.26422
79500,2.71201,2.18226,2.20718,2.25304
79600,2.7141,2.18184,2.21342,2.25234
79700,2.70733,2.18519,2.20582,2.24023
79800,2.70993,2.18319,2.20898,2.24534
79900,2.70588,2.17404,2.2027,2.25061
80000,2.70852,2.18937,2.20107,2.24368
80100,2.71006,2.18508,2.20937,2.24343
80200,2.70709,2.18969,2.20238,2.23863
80300,2.71624,2.18152,2.21713,2.25415
80400,2.70743,2.17586,2.2047,2.25061
80500,2.70828,2.18485,2.20564,2.24302
80600,2.70849,2.17879,2.2104,2.24474
80700,2.71176,2.20008,2.20885,2.23337
80800,2.71453,2.19425,2.20487,2.24971
80900,2.70498,2.18929,2.1992,2.23706
81000,2.70182,2.18688,2.19123,2.23959
81100,2.70392,2.18192,2.20125,2.23966
81200,2.70567,2.18103,2.20095,2.24504
81300,2.71527,2.18667,2.20564,2.2581
81400,2.70456,2.18564,2.19443,2.24427
81500,2.71486,2.19326,2.19553,2.26058
81600,2.70628,2.19233,2.19875,2.23765
81700,2.71351,2.19352,2.20333,2.24947
81800,2.7205,2.19699,2.2127,2.25375
81900,2.72575,2.19894,2.2055,2.27154
82000,2.71841,2.19389,2.20474,2.25953
82100,2.70669,2.18867,2.19184,2.24898
82200,2.71319,2.19477,2.19718,2.25348
82300,2.70979,2.18812,2.20018,2.24884
82400,2.70677,2.19293,2.19318,2.24371
82500,2.70723,2.19354,2.19743,2.24006
82600,2.71685,2.19211,2.20481,2.25743
82700,2.69565,2.1755,2.18913,2.23785
82800,2.70367,2.18542,2.18917,2.24749
82900,2.71053,2.19749,2.19423,2.24729
83000,2.71981,2.19354,2.21225,2.2559
83100,2.71954,2.202,2.20493,2.25418
83200,2.71451,2.19287,2.2032,2.25263
83300,2.71887,2.18641,2.21989,2.25304
83400,2.72141,2.1958,2.21115,2.25863
83500,2.71864,2.19906,2.20858,2.25129
83600,2.71573,2.19619,2.20178,2.25371
83700,2.72263,2.19709,2.21446,2.25707
83800,2.71401,2.19541,2.20104,2.25106
83900,2.71534,2.18867,2.20199,2.25989
84000,2.71149,2.1845,2.20344,2.25325
84100,2.70896,2.18399,2.20496,2.24617
84200,2.70986,2.18153,2.1983,2.25722
84300,2.71167,2.19872,2.20393,2.23933
84400,2.70599,2.18811,2.19501,2.24474
84500,2.70249,2.18168,2.19329,2.24426
84600,2.71581,2.19467,2.2009,2.25627
84700,2.71729,2.20063,2.20408,2.25092
84800,2.71333,2.18943,2.20042,2.25585
84900,2.69838,2.17484,2.19153,2.24272
85000,2.70655,2.18164,2.20204,2.24551
85100,2.70828,2.18503,2.20297,2.24547
85200,2.70787,2.1955,2.19421,2.24283
85300,2.71876,2.19671,2.21041,2.25209
85400,2.73399,2.20683,2.22053,2.26903
85500,2.71298,2.20326,2.19834,2.24354
85600,2.72706,2.20659,2.2174,2.25562
85700,2.72527,2.20465,2.20931,2.26113
85800,2.72255,2.2002,2.21062,2.25762
85900,2.72553,2.20072,2.21533,2.25968
86000,2.72713,2.19688,2.22258,2.26017
86100,2.71424,2.19686,2.20555,2.24579
86200,2.71839,2.19205,2.21358,2.25261
86300,2.71451,2.20606,2.19841,2.24442
86400,2.71602,2.19986,2.20511,2.24758
86500,2.69883,2.19773,2.1879,2.22496
86600,2.71431,2.20999,2.19545,2.24296
86700,2.69969,2.19548,2.19341,2.22385
86800,2.7066,2.19264,2.1992,2.23767
86900,2.69889,2.19062,2.18843,2.23159
87000,2.69546,2.19071,2.18759,2.22401
87100,2.70117,2.19582,2.18844,2.23199
87200,2.70633,2.2031,2.19064,2.23516
87300,2.70366,2.1953,2.1894,2.23756
87400,2.70953,2.19941,2.19986,2.23749
87500,2.70511,2.1938,2.19721,2.2349
87600,2.70998,2.18786,2.20735,2.24252
87700,2.71188,2.18668,2.20775,2.24785
87800,2.7156,2.20084,2.20548,2.24524
87900,2.71285,2.20104,2.20342,2.24041
88000,2.71386,2.1985,2.20412,2.24468
88100,2.71234,2.18569,2.20474,2.25288
88200,2.73248,2.21482,2.2191,2.25898
88300,2.72667,2.21119,2.2185,2.24906
88400,2.72386,2.20966,2.21127,2.25088
88500,2.72082,2.20633,2.21216,2.24592
88600,2.71713,2.20505,2.20634,2.24399
88700,2.71865,2.20248,2.21421,2.24242
88800,2.72153,2.20445,2.2044,2.25708
88900,2.72055,2.20003,2.21067,2.25292
89000,2.71394,2.20031,2.20111,2.24605
89100,2.71715,2.19057,2.2143,2.25036
89200,2.71135,2.19114,2.2143,2.23575
89300,2.70983,2.19094,2.20131,2.24507
89400,2.71151,2.19414,2.20082,2.24649
89500,2.7106,2.1943,2.20571,2.23932
89600,2.71725,2.19739,2.208,2.25013
89700,2.71294,2.19873,2.19943,2.24683
89800,2.70349,2.19724,2.1904,2.23427
89900,2.70661,2.18745,2.20002,2.24199
90000,2.70991,2.18895,2.20358,2.24498
90100,2.71446,2.19589,2.20361,2.24916
90200,2.71127,2.19277,2.20578,2.24239
90300,2.70953,2.19221,2.20411,2.24036
90400,2.71326,2.20215,2.20025,2.24344
90500,2.70795,2.19734,2.19445,2.24099
90600,2.71452,2.20121,2.20285,2.24487
90700,2.71226,2.19256,2.20842,2.24238
90800,2.72058,2.19896,2.21584,2.24893
90900,2.71951,2.19832,2.21117,2.25158
91000,2.70456,2.19498,2.19787,2.23175
91100,2.71501,2.19906,2.20021,2.25073
91200,2.70922,2.19103,2.19984,2.24495
91300,2.71446,2.19973,2.1974,2.2515
91400,2.72108,2.2064,2.20598,2.25256
91500,2.70891,2.19099,2.19809,2.24597
91600,2.71718,2.20514,2.20587,2.24447
91700,2.72306,2.20023,2.21356,2.25594
91800,2.71092,2.1995,2.19525,2.24528
91900,2.71113,2.19868,2.19546,2.24638
92000,2.71424,2.20818,2.19801,2.24208
92100,2.72111,2.208,2.20311,2.25387
92200,2.71745,2.20264,2.2069,2.24655
92300,2.71445,2.20458,2.19755,2.24656
92400,2.71014,2.19754,2.20257,2.23813
92500,2.7162,2.20266,2.20007,2.2502
92600,2.70961,2.19652,2.20073,2.23966
92700,2.712,2.19346,2.20374,2.24548
92800,2.70508,2.19354,2.19352,2.23871
92900,2.70991,2.18959,2.19775,2.25007
93000,2.71099,2.20055,2.19755,2.24218
93100,2.71481,2.19375,2.20533,2.25042
93200,2.72704,2.20665,2.21382,2.25901
93300,2.71717,2.18691,2.21365,2.2546
93400,2.72636,2.19523,2.22089,2.26158
93500,2.70848,2.18501,2.20642,2.24258
93600,2.71448,2.19333,2.20332,2.25199
93700,2.71866,2.19931,2.20666,2.25298
93800,2.72021,2.19637,2.20503,2.26117
93900,2.71984,2.19984,2.2086,2.25341
94000,2.71739,2.18936,2.21565,2.25078
94100,2.71592,2.19293,2.20132,2.2578
94200,2.71396,2.18709,2.20884,2.2514
94300,2.7106,2.19039,2.20403,2.2448
94400,2.71664,2.19349,2.22076,2.23988
94500,2.71328,2.19809,2.21056,2.23731
94600,2.71487,2.19859,2.21343,2.23786
94700,2.7152,2.19229,2.21365,2.24459
94800,2.70983,2.19444,2.20443,2.2386
94900,2.7087,2.19304,2.20689,2.23481
95000,2.71615,2.19188,2.21903,2.24199
95100,2.72318,2.19591,2.21882,2.25527
95200,2.71408,2.19122,2.21051,2.24603
95300,2.71659,2.19507,2.21553,2.24339
95400,2.7202,2.19856,2.21603,2.24824
95500,2.71126,2.18528,2.20997,2.24555
95600,2.69622,2.16855,2.19979,2.23552
95700,2.71601,2.1872,2.21052,2.2546
95800,2.71473,2.18959,2.2041,2.25547
95900,2.71372,2.1919,2.21583,2.23924
96000,2.71299,2.18793,2.20667,2.25038
96100,2.71655,2.18719,2.21632,2.25021
96200,2.7288,2.20388,2.22071,2.25923
96300,2.72685,2.20627,2.22194,2.25096
96400,2.72791,2.21246,2.2181,2.25124
96500,2.71491,2.19546,2.21339,2.24105
96600,2.72178,2.20184,2.21672,2.24816
96700,2.72049,2.20125,2.21367,2.24863
96800,2.72146,2.1966,2.21737,2.25188
96900,2.72444,2.20596,2.21084,2.25635
97000,2.71901,2.20159,2.20063,2.2575
97100,2.72546,2.20861,2.2054,2.26152
97200,2.715,2.19686,2.20478,2.2484
97300,2.72165,2.2044,2.20821,2.2537
97400,2.72348,2.1945,2.21412,2.26197
97500,2.71712,2.19643,2.20778,2.25097
97600,2.71465,2.19093,2.20828,2.24989
97700,2.71407,2.19705,2.20889,2.2419
97800,2.70462,2.19228,2.19296,2.23936
97900,2.71269,2.19554,2.20074,2.24805
98000,2.7214,2.1999,2.20185,2.2637
98100,2.71785,2.19503,2.20839,2.2535
98200,2.71423,2.1972,2.19342,2.2573
98300,2.72473,2.20629,2.20659,2.26087
98400,2.71337,2.18938,2.20911,2.24749
98500,2.70184,2.18194,2.19724,2.23855
98600,2.7238,2.19215,2.21357,2.26557
98700,2.71719,2.18516,2.21372,2.25628
98800,2.71123,2.18936,2.2061,2.24531
98900,2.70935,2.18263,2.20945,2.24401
99000,2.71133,2.19164,2.19787,2.25137
99100,2.70947,2.18949,2.20115,2.24579
99200,2.72403,2.19493,2.22146,2.25567
99300,2.7142,2.18882,2.20812,2.25101
99400,2.71638,2.19019,2.21554,2.24765
99500,2.71403,2.18887,2.20836,2.25032
99600,2.70623,2.17648,2.21211,2.23984
99700,2.712,2.18654,2.20858,2.24747
99800,2.71152,2.18393,2.2076,2.24981
99900,2.70765,2.17732,2.20264,2.25177
100000,2.70979,2.18478,2.20476,2.2476
